,File,Specie ID,FminVoc,FmaxVoc,Fdom,FCC1,FCC2,FCC3,FCC4,FCC5,FCC6,FCC7,FCC8,FCC9,FCC10,FCC11,FCC12,FCC13,FCC14,FCC15,FCC16,FCC17,FCC18,FCC19,FCC20,FCC21,FCC22,FCC23,SpectralCentroid,Bandwidth,SpectralFlatness,Length,DeltaFreq
10632,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1171.875,2601.5625,2366.021341463415,-2.578277890542059,1.712659947223804,-0.4269171051294028,-11.24947684832982,-2.203035315643463,2.071461840650768,-0.7417409378831634,-7.718007046647164,-2.877752399021522,-1.784608663421159,2.378378410727947,-5.470999034885126,1.490882027578981,-0.7351537369787224,0.3755161850422245,1.627524526519563,1.35638663937368,-0.8159378947341752,0.2674777633905423,1.571456122824021,1.996695925850954,0.3453265165077357,-0.8440191964659811,1698.2173017625,361.3075726096578,0.4963570535182953,0.4906666669999993,1429.6875
10645,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1312.5,2296.875,1733.963414634146,-1.35817596381161,-3.235214640305302,0.5647051764697879,-7.646199956733856,2.776702325102638,-0.305638477317837,-0.9622610704357628,-7.786395978052282,0.7902063318696322,-1.453047415748157,0.3023111566146179,-10.4974869652842,-0.5231706826073669,0.07998475762411417,0.4398058910241588,-0.2769257794171072,0.2783350937347477,1.105066465976472,-0.04163309514854302,-2.36580032876547,-2.724127651695624,-0.6982719948075968,0.8322304906575458,1842.880569308465,231.4227416534011,0.5180684924125671,0.298666665999999,984.375
10652,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1148.4375,2554.6875,2295.754573170732,-2.217060430503569,1.981572136424471,0.08355525601208175,-8.873825958534619,-2.537702365211703,1.900318268629476,0.5292928073047596,-4.410253293935501,-0.2792183530802784,-2.060187871135716,0.686611736013863,-5.555680882672941,0.6435025645894956,0.676642414931679,1.023998231627571,1.351223933503189,0.9535209983643549,-0.4349765738309306,0.3134809918718297,-0.9404771566926642,0.6216814261889538,1.409042076931195,-0.05417552783948501,1723.879457294192,380.5004407636708,0.5049417018890381,0.5120000000000005,1406.25
10662,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1335.9375,2273.4375,1991.547256097561,-4.899754155082041,0.7631787962725374,1.333194278830541,-6.019135001483041,0.9544782253003801,-1.434555119804759,-0.3172586427362323,-8.678344753455391,-0.5349026742237978,-0.2519125452643934,-0.5146831415838837,-14.89773412496792,-0.749464676549018,0.3982820309676091,-0.09766491297455338,-0.2793937149188889,1.383429826177675,-0.1216322551016429,-0.4769530639350316,-7.129903675120369,-3.034397191353821,1.42396424615465,1.033735575088052,1809.343857665214,231.2953004835704,0.5246306657791138,0.2986666669999991,937.5
10672,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1125.0,2601.5625,2131.829268292683,-2.137652963969653,2.087439556179703,-1.11856155661811,-2.459290150187495,-0.1050936369158602,-1.113106582721605,1.327050039710155,-2.729584524367334,-1.441419676809731,-0.8689050549153621,0.4874106351885218,-2.842920783961715,-0.07948117456781467,-1.649393408417185,-0.5916989495148239,1.952402780625966,0.686057263133946,-1.245610988198963,0.1756208690344286,-3.17708761762325,-0.3353104124059381,1.210028892699743,-1.762360590515805,1759.415391874066,371.6365534092596,0.5464885234832764,0.8106666669999996,1476.5625
10689,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1453.125,2296.875,2108.734756097561,-4.261947827494863,1.140873308881323,1.023256165417436,-6.878415788942496,0.2273670952323469,-2.529729407667188,0.865834731388847,-9.63313750684181,-0.01874748893089895,-0.2903207328730791,-0.3293672901536697,-13.20684198905488,0.2223097068091491,-0.701193184655652,-1.399437739781412,0.2511114243222246,1.49475251143467,-0.614022164512325,-0.8075646350662827,-5.327732477646062,-2.124128863493581,1.629865132382969,-0.4563245077995765,1861.482600759868,213.168958731703,0.5157456398010254,0.2773333329999979,843.75
10698,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1171.875,2812.5,2576.753048780488,-2.71802402641584,1.605174281093526,-0.239796115685913,-9.531895164007903,-3.008186999160061,1.541412462345566,0.2204719759357621,-4.978858550403343,-0.6026099333987154,-2.500159495364266,1.590573690516577,-4.930109567825937,1.031490630827902,-0.7707580353138145,0.4504101696878315,1.803006230268338,1.249838219081247,-0.7919774388024469,0.2300687617912482,-0.3792420560228216,0.9621317684854191,0.8965816393992061,-0.80021580622521,1779.3506230908,433.8736982270654,0.5075405836105347,0.4693333340000017,1640.625
10711,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1429.6875,2250.0,1757.49237804878,-4.535442660678355,0.9662921251146037,-0.2401854360655967,-5.993503289615674,1.270943184034439,-1.744674889901781,0.01111858244496489,-7.234100430174362,-0.9804910425432216,0.3427026458803406,0.2885080266121872,-13.58600439058353,-0.09222568932036024,-0.7366385542977503,-0.3351215162257339,0.005670463335852934,1.481072323785998,-0.5676435598041181,-0.03164536005337903,-6.980708225692289,-2.459060245744966,0.8158129074191467,-0.4374667806742413,1819.636397687967,217.1683321196846,0.5147280097007751,0.2986666669999991,820.3125
10721,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1148.4375,2507.8125,2248.925304878049,-2.712985051377331,2.092355757768825,0.3439195105173709,-9.860531175547885,-2.889977370568048,1.723077527438294,0.7645459260117796,-5.156783911822712,0.1230946607987244,-2.81558484939623,0.1627105059505909,-5.904669443898504,1.431921577715844,0.04276939726814954,1.399402857976948,1.706086497427701,1.381635543031059,-0.6831954535002254,0.3518277824865257,-0.9551416463547566,0.7429096180539182,1.613816238497455,0.4080329682659742,1714.684355938672,362.6243543125087,0.4574437737464905,0.4906666659999956,1359.375
10733,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1429.6875,2320.3125,2155.541158536585,-4.705777042174846,2.068176200037102,0.6805774751497491,-5.913363432353439,-1.007363124563727,-1.636857772723641,0.5241560755659427,-7.902888380568145,-0.9773778855913886,0.4289240683785299,-0.1540041534042985,-14.57108351737894,0.7159275678720249,0.05830232428175042,-0.1989063155981842,-0.3967274612248423,1.807234870015624,-0.6699579585851172,-0.2931612635826444,-7.06786641908089,-1.002554232073853,1.667206114331982,0.05575961869496038,1847.334095396669,223.113639633459,0.5449786186218262,0.2986666669999991,890.625
10736,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1171.875,2484.375,2248.948170731707,-2.162560617191414,1.992428661449179,0.5443253124941495,-9.08843261147016,-3.01402045199843,1.211353715655697,1.390526533395539,-5.078503850810701,0.5578687497015814,-2.32154044027946,0.1230247852000992,-6.090452129237724,1.598765233064934,-0.5689996562338746,0.9627383383770953,1.339105769961024,1.253775283418783,-0.8538094392276845,0.1394710086276486,-1.01564255303883,0.946178159085185,1.266807864919534,-0.003243833862196954,1742.256493036126,362.0691764246722,0.470916360616684,0.4586666669999957,1312.5
10738,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1148.4375,2296.875,1850.876524390244,-2.513392153877508,-3.651862378822416,1.454982129447926,-6.920549820858716,2.133756213445655,-1.490804598764922,-0.9887001904488496,-6.933271390315279,0.3640855050504469,-2.237422819185817,1.378900613042301,-12.18085123711316,-0.9682480263803399,-0.2139098608458257,0.3341798908809673,-0.8789193368533935,0.515048042499056,1.145984172658863,-0.3736007461889863,-3.935561626246068,-2.989740949376975,-0.06877241085875108,0.6994807988677216,1758.593163859028,254.8311221103826,0.4781776070594788,0.3200000000000003,1148.4375
10742,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1171.875,2601.5625,2038.216463414634,-1.633958511218285,1.985553945956513,-1.225323308163963,-10.19205533185625,-3.563907329708345,0.1877439293667025,1.691597954289986,-6.21067042176925,0.5188663076109837,-2.065432951359846,0.09336773968489775,-6.007369953714012,0.8543247928660943,-0.3369069400851256,1.319653677329785,2.511123430626832,0.8294277680281263,-0.774153628680546,0.8483256618312494,-1.572692222841511,1.132703651872586,1.763168013932265,-0.8453176624045313,1796.876644080229,365.9782241177833,0.5158362984657288,0.4053333330000015,1429.6875
10749,SMA03328_20210323_200000.wav,Nyctidromus_albicollis,1242.1875,2554.6875,2202.1875,-2.139969805516045,-2.141023017399997,2.332280417375815,-6.041403057307986,2.840877966986736,-1.280478880890335,-0.1611408443439363,-7.326969336776918,0.2772363085045081,-1.505673613309346,1.66193497797113,-10.80189766039549,-0.5835228869573001,1.131520429166177,0.4070322445187735,-0.7984888158113316,0.5188156395195813,1.090847815522058,-0.6417493909523472,-2.919978239636042,-2.920803483982295,0.8883249529829302,0.6192592641336976,1894.408963611536,332.3584220812688,0.5138430595397949,0.3093333329999979,1312.5
